didnt,(way or DIDNT have the) (last year DIDNT come from) (like it DIDNT matter that) (that he DIDNT deserve credit)
life,(way of LIFE will only)
richard,(watchdog in RICHARD cordray with)
whether,(washington over WHETHER the united)
crying,(was worth CRYING over spilled)
classified,(was somehow CLASSIFIED as an)
divided,(was once DIVIDED about how)
bushs,(was george BUSHS defense secretary)
half,(war use HALF of it) (saving nearly HALF a trillion)
outsource,(wants to OUTSOURCE jobs you)
staff,(want to STAFF our labs)
speak,(want to SPEAK about how)
relocate,(want to RELOCATE in a)
buy,(want to BUY a home)
smarter,(want a SMARTER more effective)
accountable,(wall street ACCOUNTABLE so a) (will hold ACCOUNTABLE those who)
stage,(walk the STAGE to get)
90,(vote within 90 days applause)
intimidation,(violence and INTIMIDATION we will)
anti-fraud,(violate major ANTI-FRAUD laws because)
members,(vice president MEMBERS of congress) (lot of MEMBERS of congress) (trading by MEMBERS of congress)
corps,(veterans jobs CORPS that will)
pattons,(veteran of PATTONS army got)
cops,(vests for COPS and soldiers) (veterans as COPS and firefighters)
idea,(versa an IDEA that has)
collapse,(verge of COLLAPSE some even)
republican,(values or REPUBLICAN values but) (democratic and REPUBLICAN administrations invested) (than my REPUBLICAN predecessor did) (and my REPUBLICAN friend tom) (believe what REPUBLICAN abraham lincoln) (even my REPUBLICAN friends who)
cover,(used to COVER moving expenses)
rest,(use the REST to do) (because the REST of us) (and the REST of the)
strike,(us to STRIKE decisive blows)
includes,(us that INCLUDES giving them)
government,(us that GOVERNMENT support is) (and while GOVERNMENT cant fix) (deserve a GOVERNMENT and a) (that our GOVERNMENT is leaner) (believed that GOVERNMENT should do) (not a GOVERNMENT program on) (most about GOVERNMENT spending have) (more effective GOVERNMENT and while)
they,(us down THEY exceed all) (personal ambition THEY dont obsess) (their differences THEY focus on) (at hand THEY work together) (from combat THEY built the) (and fascism THEY understood they) (they understood THEY were part) (larger that THEY were contributing) (last year THEY created the) (the resources THEY need to) (help that THEY need it) (drop out THEY do better) (school until THEY graduate or) (fact that THEY arent yet) (through yet THEY live every) (soon as THEY get their) (the chemicals THEY use applause) (who knew THEY couldnt afford) (free market THEY make the) (proving that THEY could contain) (for products THEY cant afford) (not because THEY envy the) (its because THEY understand that) (not right THEY know that) (country and THEY know our) (what party THEY belong to) (in industries THEY impact lets) (only what THEY cannot do) (knowing that THEY cant escape) (long as THEY shirk their) (applause as THEY come home) (the benefits THEY have earned)
debate,(urgent no DEBATE is more) (from a DEBATE in washington)
buildings,(upgrade their BUILDINGS their energy)
stairs,(up the STAIRS more than) (up those STAIRS into darkness)
funding,(up the FUNDING you get) (purpose getting FUNDING to entrepreneurs)
ours,(up on OURS only because)
2008,(up in 2008 the house)
lightweight,(untouched new LIGHTWEIGHT vests for)
graduate,(until they GRADUATE or turn) (kids do GRADUATE the most)
notice,(universities on NOTICE if you)
safer,(united states SAFER and more)
highly,(unit of HIGHLY trained investigators)
getting,(union is GETTING stronger and) (now its GETTING more expensive) (entrepreneurs from GETTING the financing) (core purpose GETTING funding to) (ideas and GETTING loans to) (why were GETTING rid of) (iran from GETTING a nuclear)
practices,(unfair trading PRACTICES in countries) (and deceptive PRACTICES those days)
banks,(understand them BANKS had made) (from the BANKS a small) (give those BANKS that were)
more,(under which MORE than a) (safer and MORE respected around) (challenge is MORE urgent no) (debate is MORE important we) (made businesses MORE efficient but) (us with MORE debt and) (have created MORE than 3) (deficit by MORE than $2) (its getting MORE expensive to) (america is MORE productive a) (to do MORE its not) (will be MORE inspections to) (lined up MORE companies that) (to give MORE community colleges) (their education MORE of them) (americans owe MORE in tuition) (and give MORE young people) (students finish MORE quickly some) (others came MORE recently to) (has put MORE boots on) (to open MORE than 75) (will support MORE than 600000) (has been MORE profitable and) (has been MORE promising pass) (less pollution MORE manufacturing more) (more manufacturing MORE jobs for) (applause no MORE red tape) (tape no MORE runaround from) (and citizens MORE than $10) (agreed to MORE than $2) (to do MORE and that) ($1 trillion MORE on what) (to make MORE reforms that) (you make MORE than $1) (quicker and MORE responsive to) (and no MORE applause thats) (reform offers MORE competition and) (competition and MORE control for) (a smarter MORE effective government) (whole lot MORE with your) (twenty-three thousand MORE will leave) (regime is MORE isolated than) (the stairs MORE than that)
must,(two parties MUST be locked) (home we MUST serve them)
them,(two of THEM shared the) (to reclaim THEM lets remember) (or understand THEM banks had) (will sign THEM right away) (to solve THEM at a) (of bashing THEM or defending) (deal give THEM the resources) (more of THEM walk the) (we send THEM home to) (that gives THEM the chance) (that helps THEM succeed tear) (so put THEM in a) (who need THEM send me) (who built THEM to the) (still use THEM today in) (couldnt afford THEM and buyers) (couldnt afford THEM thats why) (fraction of THEM will save) (out for THEM applause well) (you blame THEM for feeling) (must serve THEM as well) (includes giving THEM the care) (took with THEM on the)
osama,(two decades OSAMA bin laden)
rate,(twice the RATE as the) (lower tax RATE than his)
page,(turn the PAGE on an)
unemployment,(turn our UNEMPLOYMENT system into)
now,(turn back NOW as long) (american values NOW this blueprint) (but right NOW its getting) (that it NOW makes business) (code right NOW companies get) (applause from NOW on every) (and running NOW you need) (for right NOW from data) (that from NOW on people) (reform right NOW applause but) (applause right NOW right now) (now right NOW american oil) (ground applause NOW whats true) (deep right NOW to pass) (and applause NOW im confident) (many americans NOW a return) (future right NOW our most) (here right NOW no side) (choices right NOW were poised) (americans right NOW because of) (households right NOW warren buffett) (need relief NOW you can) (last applause NOW i recognize) (right about NOW nothing will) (these tactics NOW both parties) (nuclear program NOW stands as)
cairo,(tunis to CAIRO from sanaa)
run,(tuition well RUN out of)
hired,(tuition then HIRED her to)
going,(tuition from GOING up the)
main,(trust between MAIN street and)
clean,(true for CLEAN energy in) (promise of CLEAN energy i) (on a CLEAN energy industry) (promising pass CLEAN energy tax) (set a CLEAN energy standard) (development of CLEAN energy on) (commitments to CLEAN energy in) (water is CLEAN i will) (roads and CLEAN energy projects)
separated,(troops who SEPARATED the women)
serve,(troops to SERVE in iraq) (we must SERVE them as) (here to SERVE can learn)
afghanistan,(troops in AFGHANISTAN have begun) (war in AFGHANISTAN ten thousand) (partnership with AFGHANISTAN so that)
cuts,(trillion in CUTS and savings) (these tax CUTS for the)
kill,(treatments that KILL cancer cells)
afghan,(transition to AFGHAN lead will)
paid,(training it PAID jackies tuition) (weve all PAID the price)
unit,(trade enforcement UNIT that will) (financial crimes UNIT of highly) (a special UNIT of federal) (this new UNIT will hold) (as one UNIT serving one) (of that UNIT did their) (of that UNIT trusted each)
against,(trade cases AGAINST china at) (decisive blows AGAINST our enemies) (of attacks AGAINST america applause) (will stand AGAINST violence and) (own security AGAINST those who) (weve led AGAINST hunger and) (who ran AGAINST me for)
meet,(track to MEET that goal) (make ends MEET thats not)
rio,(town to RIO where opinions)
have,(top lieutenants HAVE been defeated) (in afghanistan HAVE begun to) (our institutions HAVE let us) (and we HAVE to reclaim) (or didnt HAVE the authority) (months businesses HAVE created more) (so we HAVE a huge) (but we HAVE to seize) (company should HAVE to pay) (foreign manufacturers HAVE a leg) (and technology HAVE twice as) (as we HAVE workers who) (work to HAVE the same) (like jackie HAVE one program) (tight budgets HAVE forced states) (and universities HAVE to do) (jobs we HAVE a supply) (we dont HAVE to choose) (of americans HAVE jobs because) (america will HAVE less pollution) (homeowners shouldnt HAVE to sit) (that could HAVE forced some) (consumers finally HAVE a watchdog) (watching tonight HAVE differing views) (government spending HAVE supported federally) (our troops HAVE come home) (syria i HAVE no doubt) (but we HAVE a huge) (values that HAVE served our) (benefits they HAVE earned –-) (jill biden HAVE worked with)
message,(tonight my MESSAGE to business) (so my MESSAGE is simple) (not the MESSAGE we get)
that,(tonight knowing THAT this generation) (a country THAT leads the) (an america THAT attracts a) (a workforce THAT turned out) (a nation THAT had triumphed) (something larger THAT they were) (of success THAT every american) (american promise THAT if you) (to keep THAT promise alive) (with costs THAT were growing) (growing paychecks THAT werent and) (personal debt THAT kept piling) (we learned THAT mortgages had) (a crisis THAT put millions) (same policies THAT brought on) (to let THAT happen in) (told me THAT it now) (meanwhile companies THAT choose to) (a business THAT wants to) (it applause THAT money should) (master lock THAT decide to) (for companies THAT choose to) (a community THAT was hit) (rewarding businesses THAT ship jobs) (rewarding companies THAT create jobs) (to meet THAT goal ahead) (enforcement unit THAT will be) (make sure THAT no foreign) (think about THAT –- openings) (with skills THAT will lead) (more companies THAT want to) (-– places THAT teach people) (people skills THAT businesses are) (programs so THAT from now) (and help THAT they need) (reemployment system THAT puts people) (get jobs THAT are open) (also know THAT when students) (am proposing THAT every state) (state requires THAT all students) (we started THAT saves millions) (done just THAT some schools) (economic imperative THAT every family) (also remember THAT hundreds of) (the fact THAT they arent) (somewhere else THAT doesnt make) (as ever THAT we should) (a law THAT gives them) (this country THAT means women) (an agenda THAT helps them) (down regulations THAT prevent aspiring) (small businesses THAT are raising) (new treatments THAT kill cancer) (and soldiers THAT can stop) (and innovation THAT led to) (the highest THAT its been) (not only THAT last year) (all-of-the-above strategy THAT develops every) (natural gas THAT can last) (all companies THAT drill for) (and factories THAT are cleaner) (cheaper proving THAT we dont) (30 years THAT helped develop) (reminding us THAT government support) (he worried THAT at 55) (shows us THAT the payoffs) (an industry THAT rarely has) (energy industry THAT never has) (energy standard THAT creates a) (to announce THAT the department) (a bill THAT creates these) (power grid THAT wastes too) (broadband network THAT prevents a) (great projects THAT benefited everybody) (the businesses THAT still use) (red tape THAT slows down) (a plan THAT gives every) (will ensure THAT it wont) (those banks THAT were rescued) (financial system THAT do the) (no question THAT some regulations) (eliminate rules THAT dont make) (years ago THAT could have) (year proving THAT they could) (rule like THAT i guess) (making sure THAT our food) (living will THAT details exactly) (pass legislation THAT makes the) (risky mortgages THAT led to) (of recklessness THAT hurt so) (more and THAT means making) (more reforms THAT rein in) (code so THAT people like) (would call THAT common sense) (they understand THAT when i) (they know THAT this generations) (we feel THAT same sense) (i recognize THAT people watching) (year after THAT because washington) (benefited from THAT fiasco ive) (to fix THAT send me) (a bill THAT bans insider) (an idea THAT has bipartisan) (simple rule THAT all judicial) (bureaucracy so THAT our government) (the notion THAT the two) (mutual destruction THAT politics is) (lincoln believed THAT government should) (of regulations THAT dont work) (taking actions THAT help the) (scrambling knowing THAT they cant) (afghanistan so THAT it is) (no doubt THAT the assad) (soon discover THAT the forces) (reversed and THAT human dignity) (those values THAT have served) (support policies THAT lead to) (a world THAT was once) (to achieve THAT goal applause) (it clear THAT america is) (tells you THAT america is) (decline or THAT our influence) (keep it THAT way applause) (defense strategy THAT ensures we) (congress legislation THAT will secure) (served us THAT includes giving) (to companies THAT hire vets) (jobs corps THAT will help) (firefighters so THAT america is) (put on THAT uniform it) (the flag THAT the seal) (republicans but THAT doesnt matter) (didnt matter THAT day in) (president all THAT mattered that) (that mattered THAT day was) (told me THAT he didnt) (member of THAT unit did) (the helicopter THAT spun out) (more than THAT the mission) (member of THAT unit trusted) (you know THAT theres somebody) (look at THAT flag im) (im reminded THAT our destiny) (fast to THAT truth in)
