to,(victims begun TO rebuild new) (urged followers TO sacrifice their) (or going TO school today) (a tribute TO the spirit) (afghan people TO the resolve) (coalition and TO the might) (tonight thanks TO them we) (now clear TO every enemy) (firefighter returns TO ground zero) (ground zero TO feel closer) (feel closer TO his two) (take this TO heaven i) (dont want TO play football) (bombs set TO go off) (warning thanks TO the work) (will continue TO be steadfast) (bring terrorists TO justice and) (philippines helping TO train that) (armed forces TO go after) (were plotting TO bomb our) (of africa TO block the) (goal is TO prevent regimes) (iraq continues TO flaunt its) (america and TO support terror) (has plotted TO develop anthrax) (poison gas TO murder thousands) (that agreed TO international inspections) (has something TO hide from) (evil arming TO threaten the) (these arms TO terrorists giving) (the means TO match their) (or attempt TO blackmail the) (our coalition TO deny terrorists) (and expertise TO make and) (missile defenses TO protect america) (is necessary TO ensure our) (dangerous regimes TO threaten us) (our allies TO action and) (our privilege TO fight freedoms) (i send TO congress my) (americans deserve TO have this) (we act TO win the) (a lot TO fight this) (we need TO replace aging) (more agile TO put our) (it costs TO defend our) (budget is TO do everything) (everything possible TO protect our) (develop vaccines TO fight anthrax) (increase funding TO help states) (use technology TO track the) (of visitors TO the united) (government works TO better secure) (will continue TO depend on) (people applause TO achieve these) (national objectives TO win the) (worked together TO achieve historic) (was proud TO work with) (nice things TO say about) (is more TO do we) (we need TO prepare our) (our children TO read and) (must act TO encourage conservation) (must act TO increase energy) (ask congress TO finally approve) (has acted TO create jobs) (the senate TO pass this) (congress listened TO the people) (growth and TO help americans) (the way TO create jobs) (jobs is TO grow the) (more money TO spend for) (goal is TO reduce dependency) (ask congress TO join me) (this year TO enact a) (rights applause TO give uninsured) (workers credits TO help buy) (coverage applause TO approve an) (applause and TO give seniors) (should lead TO security in) (ask congress TO enact new) (not have TO risk losing) (more accountable TO employees and) (and held TO the highest) (and ways TO encourage the) (ask you TO join me) (weve applied TO our war) (and privileged TO see the) (expressing thanks TO one american) (she brings TO our nation) (with obligations TO each other) (each other TO our country) (country and TO history we) (we began TO think less) (we want TO be a) (every american TO commit at) (your lifetime TO the service) (sure how TO help ive) (good place TO start to) (to start TO sustain and) (invite you TO join the) (emergencies volunteers TO help police) (citizens working TO rebuild our) (need mentors TO love children) (senior corps TO recruit more) (needs citizens TO extend the) (our country TO every part) (ask it TO join a) (new effort TO encourage development) (must seize TO change our) (of war TO lead the) (their children TO be educated) (earth yearn TO be oppressed) (or aspire TO servitude or) (them look TO afghanistan where) (skeptics look TO islams own) (never before TO achieve peace) (their power TO lift lives) (from europe TO asia and) (and africa TO latin america) (would return TO normal in) (weve come TO know truths) (been called TO a unique)
cheney,(vice president CHENEY members of)
mr,(very much MR speaker vice)
well-trained,(utility workers WELL-TRAINED in spotting)
corps,(usa freedom CORPS the freedom) (the freedom CORPS will focus) (usa freedom CORPS will be) (usa freedom CORPS will expand) (and senior CORPS to recruit) (the peace CORPS double its)
ever,(us would EVER wish the)
true,(us the TRUE scope of) (know their TRUE nature north) (see the TRUE character of) (right and TRUE and unchanging)
unless,(us safer UNLESS we act)
senate,(urge the SENATE to pass)
teacher,(upgrade our TEACHER colleges and) (colleges and TEACHER training and) (a quality TEACHER in every)
can,(until i CAN play with) (security plan CAN be summed) (economic security CAN vanish in) (goods we CAN accumulate and) (good we CAN do for) (nurses who CAN be mobilized) (know we CAN overcome evil)
yet,(unprecedented dangers YET the state) (been arrested YET tens of) (of business YET camps still) (be deliberate YET time is) (our watch YET it must) (my party YET as we) (coverage applause YET american workers) (the 11th YET after america)
military,(united states MILITARY applause when) (applause our MILITARY has put) (most visible MILITARY action is) (make our MILITARY more agile)
even,(united states EVEN 7000 miles) (work i EVEN had nice) (again that EVEN in tragedy)
never,(union has NEVER been stronger) (that will NEVER completely go) (country will NEVER forget the) (it is NEVER too high) (we have NEVER before to) (others it NEVER will those) (we will NEVER question evil)
credits,(uninsured workers CREDITS to help)
repress,(unelected few REPRESS the iranian)
groups,(underworld including GROUPS like hamas) (and faith-based GROUPS applause i)
sense,(unchecked our SENSE of security)
song,(tyranny with SONG and celebration)
4000,(two years 4000 hours over)
issues,(two key ISSUES trade and) (on other ISSUES productive farm) (important domestic ISSUES in the)
objectives,(two great OBJECTIVES first we) (great national OBJECTIVES to win)
because,(two decades BECAUSE while the) (and justice BECAUSE they are) (islamic world BECAUSE we have)
north,(true nature NORTH korea is)
unchanging,(true and UNCHANGING for all)
action,(troops into ACTION i did) (visible military ACTION is in) (allies to ACTION and it) (by vigorous ACTION abroad and)
use,(travel and USE technology to)
utility,(transportation and UTILITY workers well-trained)
saved,(training camps SAVED a people) (result likely SAVED nearly 200) (hard and SAVED all their)
operate,(training camps OPERATE so long)
launch,(training and LAUNCH a major)
al,(trained by AL qaeda and)
countrys,(train that COUNTRYS armed forces)
equip,(train and EQUIP our heroic)
authority,(trade promotion AUTHORITY applause on)
arrivals,(track the ARRIVALS and departures)
values,(toward the VALUES that will) (advocate these VALUES around the)
problems,(toward addressing PROBLEMS here at)
requirements,(tougher disclosure REQUIREMENTS corporate america)
whatever,(too high WHATEVER it costs)
nation,(tonight our NATION is at) (months our NATION has comforted) (of this NATION applause for) (applause our NATION will continue) (of our NATION and that) (strengthen our NATION against the) (to our NATION in crisis) (be a NATION that serves) (and your NATION applause many) (applause no NATION owns these) (and no NATION is exempt)
facing,(together and FACING danger together)
work,(to the WORK of our) (we will WORK closely with) (proud to WORK with members) (of our WORK i even) (but our WORK on this) (i will WORK together in) (the good WORK of charities)
spirit,(to the SPIRIT of the) (this same SPIRIT directed toward) (the same SPIRIT of cooperation)
service,(to the SERVICE of your) (acts of SERVICE and decency)
resolve,(to the RESOLVE of our) (unity and RESOLVE applause now) (purpose and RESOLVE we have) (strength and RESOLVE as i)
might,(to the MIGHT of the)
highest,(to the HIGHEST standards of)
giving,(to terrorists GIVING them the)
today,(to school TODAY women are) (it again TODAY we choose)
their,(to sacrifice THEIR lives are) (running for THEIR own applause) (captives in THEIR own homes) (confidence in THEIR courage and) (who gave THEIR lives for) (depth of THEIR hatred is) (who threaten THEIR countries and) (we know THEIR true nature) (huddled over THEIR dead children) (these and THEIR terrorist allies) (to match THEIR hatred they) (terrorists and THEIR state sponsors) (have lost THEIR jobs need) (saved all THEIR lives should) (everything if THEIR company fails) (societies want THEIR children to) (are proving THEIR power to)
losing,(to risk LOSING everything if)
aging,(to replace AGING aircraft and)
dependency,(to reduce DEPENDENCY on government)
new,(to rebuild NEW york and) (of afghanistans NEW government and) (welcome the NEW minister of) (memorial in NEW york a) (selling into NEW markets creates) (markets creates NEW jobs so) (to enact NEW safeguards for) (embracing a NEW ethic and) (and a NEW creed lets) (what a NEW culture of) (join the NEW usa freedom) (than 200000 NEW volunteers and) (join a NEW effort to)
truths,(to know TRUTHS that we)
me,(to join ME this year) (to join ME on these) (will join ME i hope) (will join ME in expressing)
inspections,(to international INSPECTIONS then kicked)
two,(to his TWO sons who) (pursuit of TWO great objectives) (spending in TWO decades because) (on these TWO key issues) (at least TWO years 4000)
buy,(to help BUY health coverage)
zero,(to ground ZERO to feel)
off,(to go OFF without warning)
after,(to go AFTER terrorist cells) (11th yet AFTER america was)
uninsured,(to give UNINSURED workers credits)
seniors,(to give SENIORS a sound)
approve,(to finally APPROVE trade promotion) (applause to APPROVE an historic)
freedoms,(to fight FREEDOMS fight applause) (have known FREEDOMS price we) (have shown FREEDOMS power and) (will see FREEDOMS victory thank)
closer,(to feel CLOSER to his) (peril draws CLOSER and closer) (closer and CLOSER the united)
enemy,(to every ENEMY of the) (defeat the ENEMY and spare)
conservation,(to encourage CONSERVATION promote technology)
everything,(to do EVERYTHING possible to) (risk losing EVERYTHING if their)
anthrax,(to develop ANTHRAX and nerve) (to fight ANTHRAX and other)
secure,(to better SECURE our homeland)
steadfast,(to be STEADFAST and patient) (life applause STEADFAST in our)
oppressed,(to be OPPRESSED or aspire)
educated,(to be EDUCATED and live)
historic,(to achieve HISTORIC education reform) (approve an HISTORIC increase in)
testing,(time of TESTING our enemies)
adversity,(time of ADVERSITY offers a)
spoke,(time i SPOKE here i)
set,(time bombs SET to go) (if we SET aside posturing)
distance,(time and DISTANCE from the)
bombs,(ticking time BOMBS set to)
challenging,(through these CHALLENGING times have)
gathering,(through the GATHERING momentum of)
accounting,(through stricter ACCOUNTING standards and)
goals,(three great GOALS for america) (that serves GOALS larger than)
containing,(threats and CONTAINING resentment we)
peace,(threaten the PEACE of the) (of the PEACE corps double) (bring lasting PEACE all fathers) (to achieve PEACE and prosperity)
terrorists,(thousands of TERRORISTS destroyed afghanistans) (in kabul TERRORISTS who once) (hundreds of TERRORISTS have been) (of trained TERRORISTS are still) (nations harbor TERRORISTS freedom is) (and bring TERRORISTS to justice) (prevent the TERRORISTS and regimes) (government seized TERRORISTS who were) (arms to TERRORISTS giving them) (to deny TERRORISTS and their)
others,(thousands of OTHERS thousands of) (has in OTHERS it never)
dangerous,(thousands of DANGEROUS killers schooled) (worlds most DANGEROUS regimes to)
heaven,(this to HEAVEN i dont)
thought,(this hall THOUGHT my tax) (small some THOUGHT it was) (most americans THOUGHT tax relief)
conflict,(this great CONFLICT my fellow)
may,(this campaign MAY not be) (you all MAY god bless)
shows,(this bill SHOWS what is)
say,(things to SAY about my) (believe id SAY such a)
about,(they laugh ABOUT the loss) (no mistake ABOUT it if) (to say ABOUT my friend) (was just ABOUT right applause) (and more ABOUT the good)
provide,(they could PROVIDE these arms)
attack,(they could ATTACK our allies) (from sudden ATTACK applause and) (of another ATTACK time and) (protected from ATTACK only by)
around,(these values AROUND the world)
cuts,(these tax CUTS permanent applause)
pose,(these regimes POSE a grave)
reforms,(these important REFORMS we must)
domestic,(these important DOMESTIC issues in)
view,(these enemies VIEW the entire)
times,(these challenging TIMES have been)
honor,(there is HONOR and it)
come,(them weve COME to know)
means,(them the MEANS to match)
nature,(their true NATURE north korea)
sponsors,(their state SPONSORS the materials)
homes,(their own HOMES forbidden from)
are,(their lives ARE running for) (and afghanistan ARE now allies) (today women ARE free and) (free and ARE part of) (them we ARE winning the) (outlaw regimes ARE now spread) (trained terrorists ARE still at) (wherever they ARE applause so) (many nations ARE acting forcefully) (oceans we ARE protected from) (as they ARE evil applause) (that we ARE citizens with) (applause many ARE already serving) (whose parents ARE in prison) (because they ARE right and) (free societies ARE proving their) (creed we ARE one country)
children,(their dead CHILDREN this is) (prepare our CHILDREN to read) (to love CHILDREN especially children) (children especially CHILDREN whose parents) (want their CHILDREN to be) (other peoples CHILDREN on missions)
fails,(their company FAILS applause through)
what,(the world WHAT we have) (will do WHAT is necessary) (bill shows WHAT is possible) (have glimpsed WHAT a new)
quickly,(the world QUICKLY and safely) (and passengers QUICKLY subdued the)
like,(the world LIKE ticking time) (including groups LIKE hamas hezbollah) (world states LIKE these and) (could look LIKE we want)
faced,(the world FACED a choice)
on,(the war ON terror applause) (and continents ON mountaintops and) (hijacked planes ON september the) (cracking down ON terror and) (is not ON our side) (not wait ON events while) (our war ON terror is) (be finished ON our watch) (be waged ON our watch) (we act ON its lessons) (security focused ON four key) (to depend ON the eyes) (the people ON that plane) (our work ON this bill) (and focus ON results applause) (also depend ON reliable and) (less dependent ON foreign oil) (jobs depend ON expanded trade) (authority applause ON these two) (jobs depend ON sound tax) (reduce dependency ON government and) (months ahead ON other issues) (join me ON these important) (was done ON september the) (will focus ON three areas) (no people ON earth yearn) (law limits ON the power) (the war ON terror in) (peoples children ON missions of) (long ago ON the day) (now press ON we have)
begun,(the victims BEGUN to rebuild) (is well BEGUN but it) (is only BEGUN this campaign)
states,(the united STATES military applause) (the united STATES even 7000) (the united STATES and the) (civilized world STATES like these) (the united STATES in any) (the united STATES of america) (and terror STATES unchecked our) (to help STATES and communities) (the united STATES applause homeland)
scope,(the true SCOPE of the)
character,(the true CHARACTER of this) (the american CHARACTER there is)
parasites,(the terrorist PARASITES who threaten)
ahead,(the task AHEAD we have) (the months AHEAD on other)
leadership,(the strong LEADERSHIP of president)
respect,(the state RESPECT for women)
purpose,(the same PURPOSE and resolve) (world one PURPOSE of the) (in our PURPOSE we now)
helping,(the philippines HELPING to train)
rallied,(the pentagon RALLIED a great)
threat,(the ongoing THREAT of another)
demands,(the non-negotiable DEMANDS of human)
five,(the next FIVE years applause)
usa,(the new USA freedom corps) (of the USA freedom corps) (troubled schools USA freedom corps)
minister,(the new MINISTER of womens)
visible,(the most VISIBLE military action)
knock,(the midnight KNOCK of the)
technology,(the materials TECHNOLOGY and expertise) (and use TECHNOLOGY to track) (conservation promote TECHNOLOGY build infrastructure)
time,(the last TIME we met) (like ticking TIME bombs set) (deliberate yet TIME is not) (another attack TIME and distance) (in a TIME of testing) (applause this TIME of adversity) (during this TIME of war) (the last TIME i spoke)
increase,(the largest INCREASE in defense) (diseases well INCREASE funding to) (act to INCREASE energy production) (an historic INCREASE in the)
street,(the islamic STREET greeted the)
peoples,(the iranian PEOPLES hope for) (send other PEOPLES children on)
hugged,(the heroes HUGGED the families)
efforts,(the good EFFORTS of americorps)
momentum,(the gathering MOMENTUM of millions) (stop the MOMENTUM of freedom)
lets,(the future LETS make these) (american workers LETS pass a) (new creed LETS roll applause)
brotherhood,(the fierce BROTHERHOOD of firefighters)
interim,(the distinguished INTERIM leader of)
coffee,(the crawford COFFEE shop couldnt)
world,(the civilized WORLD faces unprecedented) (rid the WORLD of thousands) (throughout the WORLD what we) (throughout the WORLD like ticking) (the entire WORLD as a) (and the WORLD applause our) (the civilized WORLD states like) (of the WORLD by seeking) (in the WORLD quickly and) (throughout the WORLD one purpose) (of the WORLD so we) (the islamic WORLD applause this) (lead the WORLD toward the) (around the WORLD including the) (the islamic WORLD because we) (and peaceful WORLD beyond the) (has the WORLD faced a)
credit,(the child CREDIT and ending)
arrived,(the checks ARRIVED in the)
equipment,(the best EQUIPMENT the best) (factories and EQUIPMENT and by)
flag,(the american FLAG flies again)
men,(the 19 MEN who hijacked) (safely our MEN and women) (of brave MEN and women)
done,(that was DONE on september)
cause,(that our CAUSE is just) (freedom our CAUSE is just) (as a CAUSE and a)
child,(that no CHILD is left) (doubling the CHILD credit and)
executed,(that have EXECUTED an american)
something,(that has SOMETHING to hide)
emerged,(that has EMERGED in america)
already,(that has ALREADY used poison) (many are ALREADY serving and)
precision,(that expensive PRECISION weapons defeat)
them,(thanks to THEM we are) (must pursue THEM wherever they) (terrorists giving THEM the means) (more of THEM we need) (who choose THEM applause members) (this let THEM look to) (exempt from THEM we have) (changed by THEM weve come)
thank,(THANK you very) (welcome and THANK flight attendants) (and i THANK you if) (freedoms victory THANK you all)
you,(thank YOU very much) (in caves YOU will not) (play with YOU again some) (i assure YOU and all) (applause members YOU and i) (i ask YOU to join) (i hope YOU will join) (i hope YOU will join) (i thank YOU if you) (you if YOU arent sure) (i invite YOU to join) (victory thank YOU all may)
very,(thank you VERY much mr)
attendants,(thank flight ATTENDANTS hermis moutardier)
checks,(than unemployment CHECKS they want) (when the CHECKS arrived in)
threats,(than eliminating THREATS and containing)
billion,(than a BILLION dollars a)
once,(terrorists who ONCE occupied afghanistan) (jones applause ONCE we have)
afghanistans,(terrorists destroyed AFGHANISTANS terrorist training) (part of AFGHANISTANS new government) (trained in AFGHANISTANS camps and)
still,(terrorists are STILL at large) (yet camps STILL exist in) (american and STILL hold hostages)
including,(terrorist underworld INCLUDING groups like) (the world INCLUDING the islamic)
camps,(terrorist training CAMPS saved a) (in afghanistans CAMPS and so) (as training CAMPS operate so) (down terrorist CAMPS disrupt terrorist) (terror training CAMPS of afghanistan) (business yet CAMPS still exist) (of terrorist CAMPS in somalia) (leaving terror CAMPS intact and)
disrupt,(terrorist camps DISRUPT terrorist plans)
constitute,(terrorist allies CONSTITUTE an axis)
during,(terrorism applause DURING these last) (great opportunity DURING this time)
be,(terror well BE partners in) (continue to BE steadfast and) (governments will BE timid in) (indifference would BE catastrophic we) (security well BE deliberate yet) (may not BE finished on) (it must BE and it) (it will BE waged on) (security would BE false and) (must always BE the security) (that will BE reflected in) (we must BE prepared for) (that will BE small and) (plan can BE summed up) (jobs must BE the aim) (america must BE made more) (want to BE a nation) (corps will BE homeland security) (who can BE mobilized in) (children to BE educated and) (yearn to BE oppressed or) (it must BE opposed applause) (this will BE a decisive)
iraqi,(terror the IRAQI regime has)
unchecked,(terror states UNCHECKED our sense)
only,(terror is ONLY beginning most) (it is ONLY begun this) (from attack ONLY by vigorous) (america not ONLY stronger but)
intact,(terror camps INTACT and terror)
make,(terror and MAKE no mistake) (expertise to MAKE and deliver) (aircraft and MAKE our military) (will not MAKE us safer) (security will MAKE america not) (future lets MAKE these tax) (we must MAKE social security)
laughter,(ted kennedy LAUGHTER and applause) (a thing LAUGHTER but our)
track,(technology to TRACK the arrivals)
infrastructure,(technology build INFRASTRUCTURE and it)
expertise,(technology and EXPERTISE to make)
troubled,(teachers in TROUBLED schools usa)
doubling,(tax rates DOUBLING the child)
permanent,(tax cuts PERMANENT applause the)
extend,(sustain and EXTEND the best) (citizens to EXTEND the compassion)
outlaw,(supported by OUTLAW regimes are)
unemployment,(support extending UNEMPLOYMENT benefits and) (more than UNEMPLOYMENT checks they)
four,(suffering in FOUR short months) (americans these FOUR months have) (focused on FOUR key areas)
thing,(such a THING laughter but)
cynicism,(stronger than CYNICISM and many)
standards,(stricter accounting STANDARDS and tougher) (the highest STANDARDS of conduct)
calm,(strength and CALM and comfort)
awe,(stood in AWE of the)
hostages,(still hold HOSTAGES our soldiers)
large,(still at LARGE these enemies) (centers of LARGE cities while)
patient,(steadfast and PATIENT and persistent)
any,(states in ANY of these)
7000,(states even 7000 miles away)
communities,(states and COMMUNITIES train and) (rebuilding our COMMUNITIES and extending) (rebuild our COMMUNITIES we need)
freed,(starvation and FREED a country)
sustain,(start to SUSTAIN and extend)
early,(start and EARLY childhood development)
conduct,(standards of CONDUCT applause retirement)
tougher,(standards and TOUGHER disclosure requirements)
passenger,(spotted a PASSENGER lighting a)
materials,(sponsors the MATERIALS technology and)
fear,(splinter in FEAR and selfishness)
cooperation,(spirit of COOPERATION weve applied)
than,(spent more THAN a billion) (want more THAN unemployment checks) (goals larger THAN self weve) (recruit more THAN 200000 new) (greater objective THAN eliminating threats) (is stronger THAN cynicism and)
veterans,(spending for VETERANS health applause)
acts,(spending and ACTS in a) (millions of ACTS of service)
president,(speaker vice PRESIDENT cheney members) (leadership of PRESIDENT musharraf applause)
policy,(sound tax POLICY applause last) (productive farm POLICY applause a)
modern,(sound and MODERN medicare system)
pain,(sorrow and PAIN that will)
died,(sons who DIED there at) (marine who DIED in mazur-e-sharif)
celebration,(song and CELEBRATION let the)
hide,(something to HIDE from the)
hope,(somalia my HOPE is that) (iranian peoples HOPE for freedom) (and i HOPE you will) (me i HOPE you will) (expressed the HOPE that life)
fierce,(soldiers the FIERCE brotherhood of)
proving,(societies are PROVING their power)
financially,(social security FINANCIALLY stable and)
complete,(so with COMPLETE confidence in)
tens,(so were TENS of thousands) (arrested yet TENS of thousands)
ask,(so i ASK congress to) (security i ASK congress to) (retirement i ASK congress to) (applause i ASK you to) (applause and ASK it to)
short-term,(small and SHORT-TERM so long)
brave,(side of BRAVE men and)
believe,(shop couldnt BELIEVE id say)
suffering,(shock and SUFFERING in four)
patrols,(sharing expand PATROLS at our)
held,(shareholders and HELD to the)
said,(shannon spann SAID these words) (culture has SAID if it)
assure,(shannon i ASSURE you and)
posturing,(set aside POSTURING and focus)
eagerly,(servitude or EAGERLY await the)
decency,(service and DECENCY and kindness)
larger,(serves goals LARGER than self)
11th,(september the 11TH were trained) (september the 11TH but we) (september the 11TH brought out) (september the 11TH will not) (september the 11TH yet after)
gregg,(senator judd GREGG applause and)
pass,(senate to PASS this legislation) (workers lets PASS a stimulus) (this moment PASS applause my)
my,(semper fi MY love shannon) (in somalia MY hope is) (to congress MY budget supports) (member of MY party yet) (raise applause MY budget includes) (priority of MY budget is) (at home MY budget nearly) (priority of MY budget is) (prospers so MY economic security) (say about MY friend ted) (hall thought MY tax relief) (pass applause MY call tonight) (great conflict MY fellow americans)
change,(seize to CHANGE our culture)
depth,(seen the DEPTH of our) (and the DEPTH of their)
biological,(seek chemical BIOLOGICAL or nuclear)
victory,(see freedoms VICTORY thank you)
final,(security the FINAL great priority)
air,(security of AIR travel and)
high,(security is HIGH it is) (never too HIGH whatever it)
retirement,(security in RETIREMENT i ask) (conduct applause RETIREMENT security also) (allow personal RETIREMENT accounts for)
stable,(security financially STABLE and allow)
vanish,(security can VANISH in an)
improved,(security and IMPROVED intelligence we) (school with IMPROVED head start)
needs,(security america NEEDS retired doctors) (country also NEEDS citizens working) (and america NEEDS citizens to)
depends,(security also DEPENDS upon keeping)
women,(school today WOMEN are free) (man and WOMEN of our) (men and WOMEN in uniform) (respect for WOMEN private property) (men and WOMEN who advocate)
200,(saved nearly 200 lives and)
people,(saved a PEOPLE from starvation) (the afghan PEOPLE to the) (the american PEOPLE in applauding) (protect our PEOPLE and create) (explosives the PEOPLE on that) (the american PEOPLE applause to) (to the PEOPLE and responded) (relief so PEOPLE have more) (the american PEOPLE have responded) (the american PEOPLE and i) (violence no PEOPLE on earth) (for all PEOPLE everywhere applause)
directed,(same spirit DIRECTED toward addressing)
long-term,(sake of LONG-TERM growth and)
words,(said these WORDS of farewell)
stricter,(safer neighborhoods STRICTER border enforcement) (applause through STRICTER accounting standards)
401k,(safeguards for 401K and pension)
lives,(sacrifice their LIVES are running) (gave their LIVES for freedom) (spare innocent LIVES and we) (nearly 200 LIVES and tonight) (all their LIVES should not) (to lift LIVES together with)
china,(russia and CHINA and india)
deficit,(run a DEFICIT that will)
ground,(returns to GROUND zero to)
